"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2019-09",98.44213,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2019-10",98.44025,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2019-11",98.51083,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2019-12",98.64902,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2020-01",98.63347,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2020-02",98.4734,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2020-03",97.96433,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2020-04",97.51698,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2020-05",97.62123,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2020-06",98.33208,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2020-07",99.03992,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2020-08",99.59903,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2020-09",99.99599,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2020-10",100.125,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2020-11",100.1434,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2020-12",100.5098,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2021-01",101.0459,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2021-02",101.6575,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2021-03",102.1739,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2021-04",102.8237,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2021-05",103.4255,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2021-06",103.5742,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2021-07",103.4191,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2021-08",103.1382,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2021-09",102.8016,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2021-10",102.401,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2021-11",101.8936,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2021-12",101.2269,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2022-01",100.1769,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2022-02",98.8477,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2022-03",96.96586,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2014-01",97.65985,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2014-02",97.82312,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2014-03",98.20665,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2014-04",98.48915,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2014-05",98.56416,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2014-06",98.48622,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2014-07",98.41364,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2014-08",98.54568,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2014-09",98.80954,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2014-10",99.0068,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2014-11",99.16158,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2014-12",99.14756,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2015-01",99.10744,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2015-02",99.16025,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2015-03",99.17386,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2015-04",99.03517,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2015-05",98.94801,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2015-06",98.92155,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2015-07",98.7424,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2015-08",98.61568,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2015-09",98.65871,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2015-10",98.81889,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2015-11",98.93206,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2015-12",98.92024,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2016-01",98.82826,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2016-02",98.6192,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2016-03",98.40812,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2016-04",98.30735,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2016-05",98.32376,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2016-06",98.23419,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2016-07",97.79652,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2016-08",97.34013,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2016-09",96.97888,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2016-10",96.71989,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2016-11",96.25757,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2016-12",95.43263,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2017-01",94.41588,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2017-02",94.73366,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2017-03",95.67677,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2017-04",96.52953,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2017-05",97.07755,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2017-06",97.39628,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2017-07",97.66155,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2017-08",97.87823,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2017-09",98.00022,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2017-10",97.91888,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2017-11",97.68163,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2017-12",97.23814,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2018-01",96.76194,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2018-02",96.55935,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2018-03",96.66824,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2018-04",97.15852,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2018-05",98.0124,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2018-06",99.34294,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2018-07",101.0908,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2018-08",101.9746,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2018-09",102.1254,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2018-10",102.1232,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2018-11",102.4034,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2018-12",103.3793,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2019-01",104.5343,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2019-02",105.3618,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2019-03",105.1961,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2019-04",104.4485,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2019-05",103.6007,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2019-06",103.0064,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2019-07",102.8469,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2019-08",103.1076,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2019-09",103.4365,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2019-10",103.3742,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2019-11",103.2537,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2019-12",103.1749,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2020-01",103.0439,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2020-02",102.2003,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2020-03",100.0247,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2020-04",96.8259,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2020-05",94.97012,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2020-06",94.77298,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2020-07",95.63062,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2020-08",96.67063,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2020-09",97.60947,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2020-10",98.27036,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2020-11",98.61268,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2020-12",99.02375,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2021-01",99.50214,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2021-02",100.0993,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2021-03",100.9689,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2021-04",101.8514,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2021-05",102.4988,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2021-06",102.9288,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2021-07",102.9392,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2021-08",102.7473,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2021-09",102.8885,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2021-10",103.2554,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2021-11",103.6399,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2021-12",103.4641,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2022-01",103.0649,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2022-02",102.7228,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-01",100.4539,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-02",100.8104,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-03",101.1426,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-04",101.4086,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-05",101.5637,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-06",101.6516,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-07",101.6493,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-08",101.6335,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-09",101.4773,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-10",101.4014,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-11",101.3654,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-12",101.501,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-01",101.791,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-02",102.0611,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-03",102.2506,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-04",102.2438,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-05",102.1134,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-06",102.2552,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-07",102.3464,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-08",102.3245,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-09",102.2456,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-10",102.2293,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-11",102.2836,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-12",102.4732,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-01",102.484,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-02",102.2988,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-03",102.0849,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-04",101.8702,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-05",101.6292,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-06",101.2175,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-07",100.6642,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-08",100.6599,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-09",101.0209,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-10",101.1777,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-11",101.0877,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-12",101.0019,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-01",100.8925,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-02",100.7938,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-03",100.7584,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-04",100.727,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-05",100.6398,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-06",100.4682,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-07",100.4038,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-08",100.3423,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-09",100.3299,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-10",100.3701,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-11",100.3851,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-12",100.4047,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-01",100.4754,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-02",100.5895,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-03",100.6907,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-04",100.7384,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-05",100.8615,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-06",100.9028,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-07",100.9838,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-08",100.9029,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-09",100.7168,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-10",100.5157,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-11",100.253,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-12",99.94601,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-01",99.65872,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-02",99.52847,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-03",99.51839,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-04",99.67496,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-05",99.90888,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-06",99.99131,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-07",100.0332,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-08",99.84232,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-09",99.79876,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-10",99.89914,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-11",100.208,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-12",100.5533,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-01",100.6767,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-02",100.3206,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-03",99.25781,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-04",97.72436,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-05",96.97243,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-06",97.11053,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-07",97.6007,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-08",97.80815,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-09",97.63184,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-10",97.29705,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-11",97.20054,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-12",97.60854,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2021-01",98.19289,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2021-02",99.25325,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2021-03",100.5469,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2021-04",101.5655,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2021-05",102.3433,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2021-06",102.6929,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2021-07",102.6374,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2021-08",102.1247,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2021-09",101.2739,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2021-10",100.5694,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2021-11",100.2474,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2021-12",99.79033,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2022-01",98.82189,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2022-02",97.3732,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2022-03",95.8323,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-01",99.28432,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-02",99.36016,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-03",99.39506,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-04",99.47407,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-05",99.45933,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-06",99.43075,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-07",99.42189,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-08",99.52459,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-09",99.74573,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-10",100.0566,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-11",100.4381,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-12",100.861,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-01",101.146,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-02",101.1485,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-03",101.0444,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-04",100.9854,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-05",100.8987,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-06",100.9139,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-07",100.7902,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-08",100.5859,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-09",100.4018,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-10",100.4333,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-11",100.5589,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-12",100.6636,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-01",100.6777,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-02",100.6374,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-03",100.5945,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-04",100.6183,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-05",100.7502,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-06",100.7264,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-07",100.5683,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-08",100.4541,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-09",100.4334,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-10",100.5163,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-11",100.8713,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-12",101.2351,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-01",101.3949,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-02",101.3816,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-03",101.3487,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-04",101.306,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-05",101.2292,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-06",101.1151,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-07",101.0709,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-08",101.1749,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-09",101.3051,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-10",101.4664,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-11",101.4448,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-12",101.3558,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-01",101.3874,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-02",101.5592,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-03",101.666,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-04",101.6123,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-05",101.5217,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-06",101.4605,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-07",101.4273,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-08",101.4392,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-09",101.527,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-10",101.5083,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-11",101.3932,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-12",101.2136,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-01",100.9986,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-02",101.0557,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-03",101.2852,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-04",101.4534,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-05",101.5459,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-06",101.4472,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-07",101.2032,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-08",100.8915,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-09",100.8915,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-10",101.105,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-11",101.3877,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-12",101.6274,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-01",101.6257,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-02",101.1753,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-03",100.1252,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-04",98.98309,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-05",98.45696,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-06",98.40458,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-07",98.42278,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-08",98.63511,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-09",98.96383,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-10",99.12031,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-11",99.07497,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-12",99.07819,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-01",99.0846,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-02",99.23148,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-03",99.61689,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-04",99.87392,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-05",99.81203,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-06",99.59095,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-07",99.09814,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-08",98.49942,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-09",98.18671,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-10",97.99509,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-11",97.83244,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-12",97.73159,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2022-01",97.46789,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2022-02",97.06573,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2022-03",96.63126,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2014-01",101.4694,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2014-02",101.6467,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2014-03",101.8851,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2014-04",101.984,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2014-05",101.9509,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2014-06",101.8904,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2014-07",101.8673,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2014-08",101.8706,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2014-09",101.9697,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2014-10",102.0079,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2014-11",101.9033,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2014-12",101.7324,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2015-01",101.6037,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2015-02",101.5262,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2015-03",101.4401,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2015-04",101.4044,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2015-05",101.3793,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2015-06",101.2861,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2015-07",101.2994,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2015-08",101.3704,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2015-09",101.48,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2015-10",101.7497,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2015-11",101.9324,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2015-12",101.9545,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2016-01",101.8549,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2016-02",101.6413,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2016-03",101.463,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2016-04",101.4966,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2016-05",101.6516,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2016-06",101.8159,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2016-07",101.9186,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2016-08",101.8875,
"HUN","CCI","AMPLITUD","LTRENDIDX","M","2016-09",101.8855,
